,Category,Quote,Tags
654,arts,"A good mother remembers to serve fruit at breakfast, is always cheerful and never yells, manages not to project her own neuroses and inadequacies onto her children, is an active and beloved community volunteer. She remembers to make play dates, her children's clothes fit, she does art projects with them and enjoys all their games.","['Good', 'Mother', 'Community']"
655,success,A champion is afraid of losing. Everyone else is afraid of winning.,"['Winning', 'Champion', 'Losing']"
656,hope,"Hope springs eternal in the human breast: Man never is, but always to be blest.","['Springs', 'Eternal', 'Blest']"
657,life,Remember when life's path is steep to keep your mind even.,"['Path', 'Remember', 'Steep']"
658,humor,"With Portlandia, I don't think our intention is always to find something funny. Sometimes the humor comes from taking something really seriously. We're okay with making somebody feel uncomfortable or uneasy.","['Funny', 'Seriously', 'Okay']"
659,love,"Love is about mutual respect, apart from attraction.","['Respect', 'Attraction', 'Mutual']"
660,arts,Patience is the art of concealing your impatience.,"['Patience', 'Impatience']"
661,"faith,religion","I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.","['christianity', 'faith', 'religion', 'sun ']"
662,truth,Never tell the truth to people who are not worthy of it.,['truth ']
663,success,Do you wish to rise? Begin by descending. You plan a tower that will pierce the clouds? Lay first the foundation of humility.,"['Humility', 'Foundation', 'Clouds']"
664,hope,"The work goes on, the cause endures, the hope still lives and the dreams shall never die.","['Work', 'Dreams', 'Die']"
665,life,"If life were predictable it would cease to be life, and be without flavor.","['Flavor', 'Cease']"
666,humor,"The interesting thing about humor is that in humor, you - in logic, something is A or not A. In humor, it's both A and not A.","['Logic', 'Both']"
667,love,"A person once asked me, in a provocative manner, if I approved of homosexuality. I replied with another question: 'Tell me: when God looks at a gay person, does he endorse the existence of this person with love, or reject and condemn this person?' We must always consider the person.","['God', 'Gay', 'Question']"
668,arts,"A great city, whose image dwells in the memory of man, is the type of some great idea. Rome represents conquest; Faith hovers over the towers of Jerusalem; and Athens embodies the pre-eminent quality of the antique world, Art.","['Faith', 'Great', 'Quality']"
669,success,Success is the child of drudgery and perseverance. It cannot be coaxed or bribed; pay the price and it is yours.,"['Child', 'Price', 'Pay']"
670,hope,"When I was young, my ambition was to be one of the people who made a difference in this world. My hope is to leave the world a little better for having been there.","['Ambition', 'Leave', 'Difference']"
671,life,"With the past, I have nothing to do; nor with the future. I live now.","['Future', 'Past', 'Nor']"
672,humor,"There is humor in the darkest of moments - People who I have loved and passed away, and very high stake situations where you can't help but laugh. I think that's very human.","['Help', 'Moments', 'Laugh']"
673,love,"If you love those who love you, what credit is that to you? For even sinners love those who love them. And if you do good to those who do good to you, what credit is that to you? For even sinners do the same.","['Good', 'Credit', 'Sinners']"
674,arts,"I am not a great cook, I am not a great artist, but I love art, and I love food, so I am the perfect traveller.","['Travel', 'Love', 'Food']"
675,success,I honestly think it is better to be a failure at something you love than to be a success at something you hate.,"['Love', 'Failure', 'Hate']"
676,hope,Never deprive someone of hope; it might be all they have.,"['Deprive', 'Might']"
677,life,The true object of all human life is play. Earth is a task garden; heaven is a playground.,"['Heaven', 'Garden', 'Earth']"
678,humor,"Humor starts like a wildfire, but then continues on, smoldering, smoldering for years.","['Continues', 'Starts', 'Wildfire']"
679,love,"Mother's love is peace. It need not be acquired, it need not be deserved.","[""Mother's Day"", 'Peace', 'Mother']"
680,arts,I don't think about art when I'm working. I try to think about life.,['Life']
681,success,The toughest thing about success is that you've got to keep on being a success.,['Toughest']
682,hope,Hope is the word which God has written on the brow of every man.,"['God', 'Word', 'Brow']"
683,life,Don't let life discourage you; everyone who got where he is had to begin where he was.,"['Begin', 'Discourage']"
684,humor,Humor is my default mode.,"['Default', 'Mode']"
685,"life,love","Life is difficult for everyone; everyone has bad days. Everyone has trouble in their life, because it doesn't matter how rich you are: Sickness and trouble and worry and love, these things will mess with you at every level of life.","['Life', 'Worry', 'Difficult']"
686,arts,"Simplicity is the final achievement. After one has played a vast quantity of notes and more notes, it is simplicity that emerges as the crowning reward of art.","['Simplicity', 'Reward', 'Notes']"
687,inspiration,"A person's a person, no matter how small.",['inspirational ']
688,success,Success is like reaching an important birthday and finding you're exactly the same.,"['Birthday', 'Finding', 'Reaching']"
689,hope,Hope is a risk that must be run.,"['Risk', 'Run']"
690,life,Everything in life is luck.,['Luck']
691,humor,President Ford used humor a great deal.,"['Great', 'President', 'Deal']"
692,love,"A man can be himself only so long as he is alone, and if he does not love solitude, he will not love freedom, for it is only when he is alone that he is really free.","['Alone', 'Freedom', 'Free']"
693,arts,"We can learn the art of fierce compassion - redefining strength, deconstructing isolation and renewing a sense of community, practicing letting go of rigid us-vs.-them thinking - while cultivating power and clarity in response to difficult situations.","['Strength', 'Power', 'Community']"
694,success,"Once you agree upon the price you and your family must pay for success, it enables you to ignore the minor hurts, the opponent's pressure, and the temporary failures.","['Family', 'Pressure', 'Ignore']"
695,hope,Hope is the only bee that makes honey without flowers.,"['Bee', 'Flowers', 'Honey']"
696,humor,It's weird doing red carpets; it's uncomfortable. But you can have a sense of humor about it.,"['Red', 'Weird']"
697,love,There is a kind of serenity in love which is almost a paradise.,"['Paradise', 'Serenity', 'Almost']"
698,arts,Art cannot be modern. Art is primordially eternal.,"['Modern', 'Eternal', 'Cannot']"
699,success,"The measure of success is not whether you have a tough problem to deal with, but whether it is the same problem you had last year.","['Problem', 'Measure', 'Tough']"
700,hope,"Hope is a good breakfast, but it is a bad supper.","['Good', 'Breakfast', 'Supper']"
701,life,"Life appears to me too short to be spent in nursing animosity, or registering wrongs.","['Animosity', 'Short', 'Wrongs']"
702,humor,"I remember when humor was gentle pokes. I used to call it 'arm around the shoulder' humor. Now they go for the jugular and they take no prisoners. It's mean, mean stuff.","['Remember', 'Mean', 'Gentle']"
